template_id,somatotype,gender,goal,activity_level,exercise_complexity,exercise_type,protein_pct,carbs_pct,fats_pct,breakfast_foods,lunch_foods,dinner_foods,snack_foods,diet_principles,fitness_strategy,push_exercises,pull_exercises,legs_exercises,bodyweight_exercises,description
ENDO_F_LOSS_MODR_INT_GYM_2F63,endomorph,female,weight_loss,moderate,intermediate,gym,35,45,20,"Bread, White | Egg, Whole, Fried With Oil | Fish, Tilapia, Steamed | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Egg Omelet Or Scrambled Egg, As To Fat | Bread, Wheat Or Cracked Wheat","Beans, From Dried, As To Type, Fat Added | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Rice, Fried, With Pork | Beef With Soy-Based Sauce | Fish, As To Type, Baked Or Broiled | Adobo, With Rice","Rice, White, With Lentils, No Added Fat | Black Beans, From Canned, No Added Fat | Fish And Rice With Tomato-Based Sauce | Beans And Rice, With Meat | Chicken Or Turkey And Rice With Soy-Based Sauce | Fish, As To Type, Steamed","Cake Made With Glutinous Rice | Pudding, Tapioca, Ready-To-Eat | Cake Made With Glutinous Rice And Dried Beans | Banana, Baked",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_MODR_INT_BWE_DF48,endomorph,female,weight_loss,moderate,intermediate,bodyweight,35,45,20,"Egg, Whole, Boiled Or Poached | Fish, Tilapia, Steamed | Rice, Fried, | Egg Omelet Or Scrambled Egg, As To Fat | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Bread, White","Beef And Rice With Soy-Based Sauce | Fish, As To Type, Baked Or Broiled | Adobo, With Rice | Fish And Rice With Tomato-Based Sauce | Beef With Tomato-Based Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce","Rice, Fried, Meatless | Beans, From Dried, As To Type, No Added Fat | Fish And Rice With Mushroom Sauce | Beef And Rice With Tomato-Based Sauce | Black Beans, From Canned, No Added Fat | Fish, As To Type, Steamed","Bread, Sweet Potato | Bean Paste, Sweetened | Wonton, Dumpling Or Pot Sticker, Steamed | Banana Chips",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost",,,,"I4hDWkc,lBDjFxJ,bZGHsAZ,X6C6i5Y,kMzUs9Y,LIlE5Tn,I3tsCnC,dK9394r","Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_MODR_ADV_GYM_BDBC,endomorph,female,weight_loss,moderate,hard,gym,35,45,20,"Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, Catfish, Steamed | Egg, Whole, Fried With Cooking Spray | Egg, Whole, Fried With Oil | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Bread, White","Beef With Soy-Based Sauce | Beans And Rice, With Meat | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Fish, As To Type, Baked Or Broiled | Chicken Or Turkey And Rice With Soy-Based Sauce | Rice, Fried, With Chicken","Beans, From Dried, As To Type, No Added Fat | Fish, As To Type, Steamed | Dumpling, No Meat | Rice, White, With Lentils, No Added Fat | Fish And Rice With Tomato-Based Sauce | Beef With Tomato-Based Sauce","Fish, Cake Or Patty | Bean Paste, Sweetened | Pudding, Rice | Cake Made With Glutinous Rice And Dried Beans",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","3TZduzM,GrO65fd,ezTvXcr,0CXGHya,SGY8Zui,rQxwMxO,K1vlode,ZsiqXYa","HMzLjXx,r0z6xzQ,yJUHKTn,Jsgsc27,IENzBdA,gvsWLQw,xNrS20v,jQGwmxN","gfk9kD4,zG0zs85,XlZ4lAC,t8iSghb,0lQnxMZ",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_MODR_ADV_BWE_AC6A,endomorph,female,weight_loss,moderate,hard,bodyweight,35,45,20,"Egg, Whole, Fried With Cooking Spray | Rice, Fried, | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Rice, Fried, With Chicken | Egg Omelet Or Scrambled Egg, As To Fat | Egg, Whole, Fried With Oil","Beef And Rice With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Fish, As To Type, Baked Or Broiled | Fish, Tilapia, Steamed | Adobo, With Rice | Rice, Fried, With Pork","Fish And Rice With Tomato-Based Sauce | Dumpling, No Meat | Beef And Rice With Tomato-Based Sauce | Black Beans, From Canned, No Added Fat | Fish And Rice With Mushroom Sauce | Rice, White, With Lentils, No Added Fat","Coconut Milk | Bean Paste, Sweetened | Cake Made With Glutinous Rice And Dried Beans | Bean Cake",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv","Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_HEVY_BEG_GYM_6472,endomorph,female,weight_loss,heavy,beginner,gym,35,45,20,"Bread, White | Rice, Fried, | Fish, Tilapia, Steamed | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Egg, Whole, Fried With Cooking Spray | Egg Omelet Or Scrambled Egg, As To Fat","Beans And Rice, With Meat | Beef And Rice With Soy-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Beef With Tomato-Based Sauce | Fish, As To Type, Baked Or Broiled | Chicken Or Turkey And Rice With Soy-Based Sauce","Dumpling, No Meat | Chicken Or Turkey With Dumplings | Fish And Rice With Tomato-Based Sauce | Beef And Rice With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce | Beans, From Dried, As To Type, No Added Fat","Banana Chips | Cake Made With Glutinous Rice And Dried Beans | Pudding, Rice | Bean Cake",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_HEVY_BEG_BWE_4A25,endomorph,female,weight_loss,heavy,beginner,bodyweight,35,45,20,"Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Bread, Wheat Or Cracked Wheat | Rice, Fried, | Egg, Whole, Fried With Oil | Rice, Fried, With Chicken | Fish, Tilapia, Steamed","Fish, Tilapia, Steamed | Rice, Fried, With Pork | Adobo, With Rice | Black Beans, From Canned, Fat Added | Chicken Or Turkey And Rice With Soy-Based Sauce | Fish, As To Type, Baked Or Broiled","Fish, Catfish, Steamed | Fish And Rice With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce | Chicken Or Turkey With Dumplings | Fish, As To Type, Steamed | Rice, White, With Lentils, No Added Fat","Banana Chips | Fish, Cake Or Patty | Bread, Sweet Potato | Cake Made With Glutinous Rice",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost",,,,"LEH9jxP,9E25EOx,VPPtusI,TFqbd8t,aWedzZX,bJYHBIN,qaZVsGk,RrLske5","Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_HEVY_INT_GYM_AB29,endomorph,female,weight_loss,heavy,intermediate,gym,35,45,20,"Egg, Whole, Boiled Or Poached | Egg Omelet Or Scrambled Egg, As To Fat | Fish, Tilapia, Steamed | Egg, Whole, Fried With Oil | Adobo, With Rice | Rice, Fried,","Fish And Rice With Tomato-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Rice, Fried, With Chicken | Chicken Or Turkey And Rice With Soy-Based Sauce | Beef With Tomato-Based Sauce | Black Beans, From Canned, Fat Added","Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Rice, Fried, Meatless | Dumpling, No Meat | Fish, Catfish, Steamed | Black Beans, From Canned, No Added Fat | Beans And Rice, With Meat","Banana, Raw | Bean Paste, Sweetened | Wonton, Dumpling Or Pot Sticker, Steamed | Banana Chips",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_HEVY_INT_BWE_3F08,endomorph,female,weight_loss,heavy,intermediate,bodyweight,35,45,20,"Rice, Fried, With Chicken | Egg, Whole, Boiled Or Poached | Egg, Whole, Fried With Cooking Spray | Fish, Catfish, Steamed | Fish, Tilapia, Steamed | Frankfurters Or Hot Dogs With Tomato-Based Sauce","Beef With Tomato-Based Sauce | Adobo, With Rice | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Rice, Fried, With Pork | Beef With Soy-Based Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce","Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Black Beans, From Canned, No Added Fat | Fish, As To Type, Steamed | Beans And Rice, With Meat | Beans, From Dried, As To Type, No Added Fat | Dumpling, No Meat","Coconut Milk | Bean Cake | Bread, White | Cake Made With Glutinous Rice And Dried Beans",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost",,,,"I4hDWkc,lBDjFxJ,bZGHsAZ,X6C6i5Y,kMzUs9Y,LIlE5Tn,I3tsCnC,dK9394r","Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_HEVY_ADV_GYM_496F,endomorph,female,weight_loss,heavy,hard,gym,35,45,20,"Bread, White | Bread, Wheat Or Cracked Wheat | Fish, Tilapia, Steamed | Egg Omelet Or Scrambled Egg, As To Fat | Fish, Catfish, Steamed | Rice, Fried,","Fish, As To Type, Baked Or Broiled | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Beans And Rice, With Meat | Black Beans, From Canned, Fat Added | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Rice, Fried, With Pork","Fish And Rice With Tomato-Based Sauce | Chicken Or Turkey And Rice With Soy-Based Sauce | Rice, Fried, Meatless | Fish And Rice With Mushroom Sauce | Beef With Tomato-Based Sauce | Dumpling, No Meat","Bread, Sweet Potato | Pudding, Tapioca, Ready-To-Eat | Banana, Baked | Cake Made With Glutinous Rice",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","3TZduzM,GrO65fd,ezTvXcr,0CXGHya,SGY8Zui,rQxwMxO,K1vlode,ZsiqXYa","HMzLjXx,r0z6xzQ,yJUHKTn,Jsgsc27,IENzBdA,gvsWLQw,xNrS20v,jQGwmxN","gfk9kD4,zG0zs85,XlZ4lAC,t8iSghb,0lQnxMZ",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_LOSS_HEVY_ADV_BWE_6A02,endomorph,female,weight_loss,heavy,hard,bodyweight,35,45,20,"Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, Catfish, Steamed | Bread, White | Adobo, With Rice | Egg, Whole, Fried With Oil | Bread, Wheat Or Cracked Wheat","Black Beans, From Canned, Fat Added | Beef And Rice With Soy-Based Sauce | Beans And Rice, With Meat | Beans, From Dried, As To Type, Fat Added | Rice, Fried, With Chicken | Fish, As To Type, Baked Or Broiled","Beef And Rice With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce | Black Beans, From Canned, No Added Fat | Rice, White, With Lentils, No Added Fat | Fish And Rice With Tomato-Based Sauce | Beef With Tomato-Based Sauce","Banana, Baked | Bean Paste, Sweetened | Bread, Sweet Potato | Pudding, Rice",Thermic Effect approach: 45% Carbs (AMDR floor) to manage insulin | 35% Protein increases metabolic rate due to Thermic Effect of Food (TEF) | Focus on fibrous carb sources | High-fiber vegetables for satiety,"Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv","Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_MAIN_SEDE_BEG_GYM_31F7,endomorph,female,maintenance,sedentary,beginner,gym,35,45,20,"Bread, White | Rice, Fried, | Egg Omelet Or Scrambled Egg, As To Fat | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Adobo, With Rice | Fish, Tilapia, Steamed","Beef With Tomato-Based Sauce | Fish And Rice With Tomato-Based Sauce | Beef And Rice With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Rice, Fried, With Chicken | Beef With Soy-Based Sauce","Beef And Rice With Tomato-Based Sauce | Fish, As To Type, Steamed | Beans, From Dried, As To Type, No Added Fat | Black Beans, From Canned, No Added Fat | Chicken Or Turkey With Dumplings | Rice, Fried, Meatless","Banana, Raw | Coconut Milk | Bread, Sweet Potato | Cake Made With Glutinous Rice",Insulin Management: Keeps Carbs at lower bound (45%) of acceptable range to prevent weight gain in insulin-sensitive individuals | High protein (35%) for satiety | Low-glycemic carbohydrate choices,"Emphasize strength training with regular cardio to maintain body composition and metabolic health. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_MAIN_SEDE_BEG_BWE_755D,endomorph,female,maintenance,sedentary,beginner,bodyweight,35,45,20,"Fish, Tilapia, Steamed | Egg, Whole, Boiled Or Poached | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Adobo, With Rice | Bread, White | Frankfurters Or Hot Dogs With Tomato-Based Sauce","Fish And Rice With Tomato-Based Sauce | Rice, Fried, With Chicken | Fish, As To Type, Baked Or Broiled | Beef With Soy-Based Sauce | Beef And Rice With Soy-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten","Rice, White, With Lentils, No Added Fat | Dumpling, No Meat | Fish, As To Type, Steamed | Rice, Fried, Meatless | Chicken Or Turkey With Dumplings | Fish And Rice With Mushroom Sauce","Cake Made With Glutinous Rice And Dried Beans | Bread, Sweet Potato | Fish, Cake Or Patty | Cake Made With Glutinous Rice",Insulin Management: Keeps Carbs at lower bound (45%) of acceptable range to prevent weight gain in insulin-sensitive individuals | High protein (35%) for satiety | Low-glycemic carbohydrate choices,"Emphasize strength training with regular cardio to maintain body composition and metabolic health. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost",,,,"LEH9jxP,9E25EOx,VPPtusI,TFqbd8t,aWedzZX,bJYHBIN,qaZVsGk,RrLske5","Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
ENDO_F_MAIN_SEDE_INT_GYM_6F06,endomorph,female,maintenance,sedentary,intermediate,gym,35,45,20,"Bread, White | Bread, Wheat Or Cracked Wheat | Rice, Fried, With Chicken | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Egg, Whole, Boiled Or Poached | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten","Beef And Rice With Soy-Based Sauce | Beef With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Adobo, With Rice | Beans And Rice, With Meat | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten","Rice, White, With Lentils, No Added Fat | Rice, Fried, Meatless | Chicken Or Turkey With Dumplings | Beef With Tomato-Based Sauce | Fish, Catfish, Steamed | Fish, As To Type, Steamed","Bean Paste, Sweetened | Pudding, Rice | Bread, Sweet Potato | Banana, Raw",Insulin Management: Keeps Carbs at lower bound (45%) of acceptable range to prevent weight gain in insulin-sensitive individuals | High protein (35%) for satiety | Low-glycemic carbohydrate choices,"Emphasize strength training with regular cardio to maintain body composition and metabolic health. | Compound Movements with short rest between sets to burn more calories | Moderate weights, 8-15 reps per set | Short rest, 30 to 60 secs between sets | Add Superset Trainings | Interval & circuit trainings are very effective as well | Cardio is the core of your training! | 2 to 3 sessions of strength training and 4 to 5 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Brisk walking (45-60 mins) | Jogging (30-45 mins) | Stationary cycling | Elliptical training | Swimming | Low-impact aerobics | Hiking | Stair climbing | Group fitness classes (Zumba, aerobics) | HIIT for metabolic boost","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,"Larger bone structure | Higher total body mass & fat cells | Soft body appearance | Naturally curvy | Slower metabolism | Gain fat pretty easily | Have to pay more attention to their food intake in order to get fit | If they maintain an active lifestyle, they can build a lot of muscles"
